station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Wimco Nagar Depot,18,1,1,0,0,1,1.0
Wimco Nagar,22,4,10,0,0,0,0.33459583150592587
Vadapalani,21,6,8,1,0,0,0.43714899105185046
Shenoy Nagar,9,2,9,0,0,1,1.0
Ashok Nagar,10,4,10,0,0,1,1.0
Anna Nagar Tower,20,0,3,0,0,0,0.36906283190290357
Wimco Nagar,8,3,1,0,0,1,0.8317576164624753
Tiruvottiyur,10,0,2,0,0,1,1.0
Alandur,13,6,3,1,0,0,0.719713271740507
Nandanam,22,1,4,0,0,0,0.2795312593639546
Little Mount,23,6,2,1,0,0,0.43104804376861416
Tondiarpet,21,6,7,1,0,0,0.3098284182527293
Alandur,0,1,5,0,0,0,0.3567784341956339
Chennai International Airport,4,4,8,0,0,0,0.23801425983211813
Anna Nagar East,19,1,8,0,0,1,0.867317392004861
Guindy,11,4,11,0,0,0,0.4400566073564969
Wimco Nagar Depot,13,3,2,0,0,0,0.5618266981454727
Thousand Lights,4,3,6,0,0,0,0.24095748409214818
Egmore,14,5,9,1,0,0,0.5682472746865159
Puratchi Thalaivar Dr. M.G. Ramachandran Central,20,0,10,0,0,0,0.18333016228544757
St. Thomas Mount,3,2,2,0,0,0,0.3705026613956476
Little Mount,17,0,7,0,0,1,1.0
Tollgate,23,4,12,0,0,0,0.32046929794116313
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,6,4,3,0,0,0,0.14936514922783334
Washermanpet,11,0,10,0,0,0,0.5429283327908158
Guindy,1,4,3,0,0,0,0.273633364700416
Tollgate,6,2,2,0,0,0,0.3385357050394501
Wimco Nagar Depot,19,5,1,1,0,1,0.879783545822818
Chennai International Airport,1,5,6,1,0,0,0.4942274597812443
Puratchi Thalaivar Dr. M.G. Ramachandran Central,3,2,8,0,0,0,0.47174948639335923
Pachaiyappa's College,21,4,10,0,0,0,0.29996148572583553
Puratchi Thalaivar Dr. M.G. Ramachandran Central,16,4,7,0,0,1,0.9492336670659706
Anna Nagar Tower,1,3,5,0,0,0,0.268775245564096
Tondiarpet,22,4,11,0,0,0,0.3248307368700713
Nanganallur Road,8,2,6,0,0,1,1.0
Ekkattuthangal,1,3,11,0,0,0,0.2508414133521262
Washermanpet,12,3,12,0,0,0,0.38143673061827077
Shenoy Nagar,17,4,9,0,0,1,1.0
Thousand Lights,21,4,4,0,0,0,0.20190544495515714
Shenoy Nagar,19,0,8,0,0,1,0.9895304499047805
St. Thomas Mount,5,0,10,0,0,0,0.20584460729833415
Anna Nagar Tower,16,1,5,0,0,1,0.8029823399340636
Shenoy Nagar,5,2,12,0,0,0,0.18491017742817917
Pachaiyappa's College,17,6,9,1,0,1,1.0
LIC,6,3,1,0,0,0,0.49377563697788585
Chennai International Airport,22,0,9,0,0,0,0.20191975084206873
Koyambedu,2,1,2,0,0,0,0.33000846647581156
Ashok Nagar,4,6,8,1,0,0,0.3863977220308601
Egmore,20,4,2,0,0,0,0.37639914177182304
Shenoy Nagar,23,0,10,0,0,0,0.4075019225150998
Ekkattuthangal,19,6,1,1,0,1,1.0
Ashok Nagar,19,3,2,0,0,1,0.8614969634594747
Washermanpet,9,5,5,1,0,1,1.0
Mannadi,18,6,3,1,0,1,1.0
Wimco Nagar,1,0,12,0,0,0,0.1533470670575858
Saidapet,1,2,5,0,0,0,0.26281431627590573
Nanganallur Road,9,4,12,0,0,1,0.9887081073314723
Egmore,7,2,4,0,0,1,1.0
Shenoy Nagar,0,4,8,0,0,0,0.3423610979346988
Tollgate,9,3,9,0,0,1,0.8150620067508819
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,11,4,6,0,0,0,0.540073763696336
Sir Theagaraya College,19,3,3,0,0,1,0.8890851822217243
Mannadi,13,1,6,0,0,0,0.3620437762466658
Vadapalani,16,0,12,0,0,1,1.0
Washermanpet,7,3,11,0,0,1,0.8937641656320912
Anna Nagar Tower,19,2,5,0,0,1,1.0
Thousand Lights,3,4,7,0,0,0,0.23631144880560118
Ashok Nagar,1,6,11,1,0,0,0.3577425122690496
Kaladipet,10,2,10,0,0,1,1.0
Koyambedu,20,6,8,1,0,0,0.41583574224704734
Guindy,23,4,6,0,0,0,0.2900862999796594
AG-DMS,22,1,2,0,0,0,0.28811459166345443
High Court,22,4,7,0,0,0,0.269152902704731
AG-DMS,21,2,1,0,0,0,0.3416169834683545
Wimco Nagar,15,1,5,0,0,0,0.47290942925901597
Government Estate,20,4,4,0,0,0,0.44803359416080585
Meenambakkam,13,2,1,0,0,0,0.4685673483417307
Wimco Nagar Depot,17,4,3,0,0,1,1.0
Anna Nagar Tower,0,6,7,1,0,0,0.4324535482833285
Tiruvottiyur,5,5,8,1,0,0,0.4537850354511821
Teynampet,1,1,9,0,0,0,0.1675849829141233
Anna Nagar East,18,4,5,0,0,1,0.9817346591163305
Thousand Lights,10,4,3,0,0,1,0.7959848546536237
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,13,3,11,0,0,0,0.5862493035867861
Nehru Park,18,5,9,1,0,1,1.0
Tiruvottiyur Theradi,15,2,3,0,0,0,0.43471920952424786
Vadapalani,4,0,1,0,0,0,0.33449216027062534
Mannadi,19,4,6,0,0,1,0.8073565444410432
Sir Theagaraya College,23,0,6,0,0,0,0.38802003453156747
Saidapet,1,5,1,1,0,0,0.2940750480915152
Nanganallur Road,10,2,8,0,0,1,0.9984692571648444
Little Mount,6,1,7,0,0,0,0.08851450868826176
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,0,3,1,0,0,0,0.14645511484049545
Saidapet,14,1,2,0,0,0,0.49528468004540527
Wimco Nagar,7,2,6,0,0,1,1.0
Nehru Park,19,1,11,0,0,1,1.0
Kilpauk,15,5,10,1,0,0,0.6777810213352131
Puratchi Thalaivar Dr. M.G. Ramachandran Central,1,3,4,0,0,0,0.2344887221036546
Sir Theagaraya College,12,6,6,1,0,0,0.6601653798761272
Chennai International Airport,15,5,4,1,0,0,0.6332374988568377
Shenoy Nagar,14,1,10,0,0,0,0.6036901042260754
Wimco Nagar,1,0,11,0,0,0,0.3820800124614488
Wimco Nagar,21,4,9,0,0,0,0.4458941871785843
Nandanam,2,4,8,0,0,0,0.22666521003308207
Kaladipet,23,0,1,0,0,0,0.2239548301190803
Wimco Nagar,20,0,4,0,0,0,0.4062227687293614
Meenambakkam,6,3,1,0,0,0,0.23775855164960186
Pachaiyappa's College,4,4,1,0,0,0,0.24125330282863444
Kaladipet,0,0,7,0,0,0,0.36233561559826316
Meenambakkam,3,1,8,0,0,0,0.20589598589181396
AG-DMS,2,4,6,0,0,0,0.24905746485621974
Wimco Nagar Depot,3,1,5,0,0,0,0.18126499921356784
LIC,6,2,4,0,0,0,0.3517867515681386
Saidapet,3,6,12,1,1,0,0.9073237258726126
Anna Nagar East,20,2,7,0,0,0,0.2733478722535514
Anna Nagar Tower,15,3,9,0,0,0,0.44982067237538126
Meenambakkam,12,3,5,0,0,0,0.2885172060725873
St. Thomas Mount,2,0,10,0,0,0,0.4251333093937539
Pachaiyappa's College,18,3,5,0,0,1,1.0
Wimco Nagar,15,5,2,1,0,0,0.7005164294548633
Thirumangalam,18,4,4,0,0,1,0.9367003528833321
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,23,0,10,0,0,0,0.1267156127289674
High Court,3,6,2,1,0,0,0.34526846604875167
Ashok Nagar,4,0,8,0,0,0,0.12700132845749137
Tondiarpet,12,6,11,1,1,0,0.8034974550202453
Nehru Park,17,5,1,1,0,1,1.0
Koyambedu,12,1,7,0,0,0,0.40282958789179224
St. Thomas Mount,18,6,4,1,0,1,1.0
Tondiarpet,9,6,5,1,0,1,1.0
Arumbakkam,3,3,3,0,0,0,0.3077810813422917
Ashok Nagar,10,3,3,0,0,1,1.0
Ashok Nagar,12,3,1,0,1,0,0.8136499968228241
Wimco Nagar,6,2,6,0,0,0,0.2768747869536239
Government Estate,13,1,2,0,0,0,0.3542906811224502
Egmore,5,4,5,0,0,0,0.23584872425494458
Wimco Nagar Depot,16,3,7,0,0,1,1.0
Nandanam,8,3,6,0,0,1,1.0
Sir Theagaraya College,13,3,2,0,0,0,0.5975633469023934
Arumbakkam,9,3,6,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,1,1,0,0,1,1.0
St. Thomas Mount,13,2,9,0,0,0,0.6732405757433365
Teynampet,7,1,9,0,0,1,0.7890135704436025
Shenoy Nagar,6,4,3,0,0,0,0.36767684219513574
Tondiarpet,0,2,9,0,0,0,0.38398804683110715
AG-DMS,15,6,1,1,0,0,0.6573602777699851
Thirumangalam,11,1,9,0,0,0,0.45834004800919437
Sir Theagaraya College,18,1,11,0,1,1,1.0
Tiruvottiyur Theradi,13,5,2,1,0,0,0.7155632801070343
Anna Nagar East,12,2,4,0,0,0,0.47960037548833273
AG-DMS,9,3,6,0,0,1,0.8493051590293195
Wimco Nagar,5,0,5,0,0,0,0.30250775595859175
Tiruvottiyur,19,2,7,0,0,1,0.9707934529817002
Wimco Nagar Depot,6,6,3,1,0,0,0.4694413359676946
Mannadi,1,5,8,1,0,0,0.46472095023004234
Arumbakkam,10,4,10,0,0,1,0.9689926700435039
Saidapet,6,4,12,0,0,0,0.17870699293201076
Nandanam,13,0,7,0,0,0,0.3974020500094266
Anna Nagar East,3,3,2,0,0,0,0.33398196934436153
Egmore,19,5,1,1,0,1,1.0
Mannadi,17,1,12,0,0,1,1.0
High Court,16,2,5,0,0,1,0.9961440100645106
Thousand Lights,21,0,1,0,1,0,0.33126438454336354
Nanganallur Road,4,6,6,1,0,0,0.37442196091765834
Nandanam,3,0,8,0,0,0,0.18483577685231986
Kilpauk,18,0,1,0,0,1,0.8770375047165951
Washermanpet,19,0,2,0,0,1,0.7573579588211393
Saidapet,12,5,6,1,0,0,0.5931578863257723
Government Estate,1,3,10,0,0,0,0.21995664550688923
Alandur,18,3,3,0,0,1,0.973325343127822
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,1,5,2,1,0,0,0.43664316124758956
Tondiarpet,1,0,12,0,0,0,0.33917353297923825
Pachaiyappa's College,0,3,6,0,0,0,0.2682940857681857
Thousand Lights,7,3,10,0,0,1,1.0
Anna Nagar East,23,4,6,0,0,0,0.33557777951532275
Mannadi,1,1,3,0,0,0,0.4485728829223024
Nanganallur Road,4,0,6,0,0,0,0.268982482695455
Tiruvottiyur,8,3,8,0,0,1,1.0
Arumbakkam,18,4,4,0,0,1,0.9859616248316262
Tondiarpet,10,1,5,0,0,1,1.0
Meenambakkam,10,2,6,0,0,1,0.9517188481615001
Meenambakkam,23,1,8,0,0,0,0.4069083629276925
Shenoy Nagar,23,6,12,1,0,0,0.4171340745807574
Wimco Nagar Depot,12,2,10,0,0,0,0.630250887315859
Meenambakkam,15,4,4,0,0,0,0.508396968733651
Anna Nagar East,13,5,3,1,0,0,0.671120134069512
Shenoy Nagar,18,2,5,0,0,1,1.0
Tondiarpet,10,6,8,1,0,1,1.0
Tollgate,9,1,10,0,0,1,1.0
Guindy,16,5,8,1,0,1,1.0
Mannadi,0,0,12,0,0,0,0.38229948119170476
Tollgate,19,0,12,0,0,1,1.0
Sir Theagaraya College,17,1,12,0,0,1,1.0
Saidapet,18,6,2,1,0,1,1.0
Arumbakkam,8,3,9,0,0,1,0.8805566626702958
Puratchi Thalaivar Dr. M.G. Ramachandran Central,13,2,3,0,0,0,0.6537345281807563
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,15,0,1,0,0,0,0.4960763617915782
Mannadi,17,1,7,0,0,1,0.9981676707400688
Arumbakkam,19,0,5,0,0,1,1.0
Washermanpet,19,2,5,0,0,1,1.0
Nehru Park,1,3,4,0,0,0,0.3222786700760625
Tiruvottiyur Theradi,16,3,2,0,0,1,0.8732871527623904
Egmore,5,2,6,0,0,0,0.33713737138012945
Tiruvottiyur,17,5,10,1,0,1,1.0
Pachaiyappa's College,13,2,1,0,0,0,0.4612775414429305
AG-DMS,21,0,6,0,0,0,0.25510903630792664
Meenambakkam,0,6,3,1,0,0,0.5231617110422709
Puratchi Thalaivar Dr. M.G. Ramachandran Central,11,4,4,0,0,0,0.5990536106986938
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,10,4,8,0,0,1,1.0
Nandanam,23,5,3,1,0,0,0.5065339037554668
Kaladipet,8,3,5,0,0,1,0.7708981038094429
AG-DMS,11,0,6,0,0,0,0.34327609994986963
Kilpauk,1,2,1,0,0,0,0.4628153145163969
Kilpauk,13,4,3,0,0,0,0.38184738697890297
Thirumangalam,22,5,10,1,0,0,0.678074032756702
Vadapalani,18,6,5,1,0,1,1.0
Vadapalani,21,1,10,0,0,0,0.43237649157573566
Mannadi,11,4,2,0,0,0,0.7162028995528905
Nandanam,20,5,8,1,0,0,0.7308596643844713
Nehru Park,2,1,12,0,0,0,0.38337118108633816
Ekkattuthangal,8,6,2,1,0,1,1.0
LIC,19,3,6,0,0,1,0.9884098568598751
Kaladipet,8,6,10,1,0,1,1.0
Pachaiyappa's College,19,0,12,0,0,1,0.9166627425636134
Saidapet,12,6,7,1,0,0,0.600013855165341
Thirumangalam,18,2,10,0,0,1,0.8588558990815583
Nanganallur Road,1,6,10,1,1,0,0.834238888809729
Nanganallur Road,2,0,7,0,0,0,0.17736997742990832
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,0,4,0,0,0,0.17269596517745323
Washermanpet,19,6,1,1,0,1,1.0
AG-DMS,9,0,4,0,0,1,0.9979634436818564
Washermanpet,2,4,3,0,0,0,0.2672204750078171
St. Thomas Mount,12,1,10,0,0,0,0.6155204991082441
Tiruvottiyur,13,3,10,0,0,0,0.5367536032639995
LIC,11,6,12,1,0,0,0.5546792225542831
Government Estate,6,1,5,0,0,0,0.1958136516320576
Arumbakkam,6,2,6,0,0,0,0.3300411054578327
Kilpauk,6,1,8,0,0,0,0.37820700811098595
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,12,6,8,1,0,0,0.49512051140000646
Arumbakkam,20,0,2,0,0,0,0.3538863295982142
Ekkattuthangal,23,2,7,0,0,0,0.12249437409262418
AG-DMS,6,2,12,0,1,0,0.6134527568359696
Kaladipet,18,4,9,0,0,1,0.8758041768063886
Wimco Nagar,8,6,2,1,0,1,1.0
Tondiarpet,8,5,11,1,0,1,1.0
Tondiarpet,14,5,7,1,0,0,0.6779963884051268
Thirumangalam,11,2,8,0,0,0,0.6578647688531383
Tiruvottiyur,6,2,9,0,0,0,0.3970234745463244
Anna Nagar Tower,7,0,1,0,0,1,0.7970952942072377
Kaladipet,8,6,11,1,0,1,1.0
Ekkattuthangal,8,6,11,1,0,1,1.0
Shenoy Nagar,12,2,4,0,0,0,0.3796750107007604
Tollgate,14,5,10,1,0,0,0.7251880298496616
Anna Nagar Tower,9,2,7,0,0,1,0.8013021914201138
Ekkattuthangal,3,2,9,0,0,0,0.493881665059293
Teynampet,10,1,1,0,0,1,0.9875228655378907
Saidapet,18,2,7,0,0,1,1.0
Little Mount,11,5,4,1,0,0,0.7618844332246507
Koyambedu,4,3,7,0,0,0,0.31036410853694685
Chennai International Airport,18,1,6,0,0,1,1.0
Pachaiyappa's College,12,3,7,0,0,0,0.44511312799755265
Tondiarpet,19,2,11,0,1,1,1.0
Wimco Nagar,18,4,12,0,0,1,0.8810565643503381
Tondiarpet,12,1,7,0,0,0,0.429318275807507
Little Mount,13,5,4,1,0,0,0.7242306805761378
Nehru Park,4,2,9,0,0,0,0.08659284569237136
Wimco Nagar Depot,9,5,9,1,0,1,0.9233593946085656
AG-DMS,8,5,6,1,0,1,0.9722361371705764
Nehru Park,22,2,4,0,0,0,0.26645056048584925
Wimco Nagar Depot,19,3,2,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,0,1,2,0,0,0,0.4234584340559241
Mannadi,2,5,3,1,0,0,0.40645883110248276
Sir Theagaraya College,10,4,8,0,0,1,1.0
Little Mount,3,6,6,1,0,0,0.32235640222358325
Vadapalani,8,6,4,1,0,1,0.9764717453478928
Alandur,1,0,2,0,0,0,0.38191500317288546
LIC,22,0,6,0,0,0,0.4860975488616241
Tollgate,10,4,7,0,0,1,1.0
Nanganallur Road,23,0,12,0,0,0,0.1859453171829193
Washermanpet,17,4,2,0,0,1,0.9874069263526579
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,4,5,0,0,1,1.0
Shenoy Nagar,17,6,7,1,0,1,0.9594507729491281
Shenoy Nagar,3,6,5,1,0,0,0.3714043823441951
Nehru Park,17,6,4,1,0,1,0.8311325414813373
Wimco Nagar,6,1,8,0,0,0,0.3415398142663128
Washermanpet,19,0,3,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,5,0,11,0,0,0,0.24959004364747953
Chennai International Airport,8,3,12,0,0,1,0.9426067218877312
Wimco Nagar Depot,4,0,6,0,0,0,0.284090178228276
Vadapalani,8,3,8,0,0,1,0.8770321260770343
Anna Nagar East,12,4,6,0,0,0,0.6296988729233505
Puratchi Thalaivar Dr. M.G. Ramachandran Central,16,0,7,0,0,1,0.8490889897523011
Anna Nagar Tower,14,2,9,0,0,0,0.614688027611833
Ekkattuthangal,21,2,8,0,0,0,0.04105486292481034
Ashok Nagar,4,3,9,0,0,0,0.24334084049046992
Nanganallur Road,10,0,1,0,0,1,0.798949389219121
Wimco Nagar Depot,20,3,2,0,0,0,0.20580890366157523
Tondiarpet,13,5,4,1,0,0,0.6954430334976256
High Court,14,4,5,0,0,0,0.5328598597377263
St. Thomas Mount,1,6,3,1,0,0,0.4999664681867615
Thousand Lights,2,2,6,0,0,0,0.26165469109495326
Ekkattuthangal,19,6,5,1,0,1,1.0
Thousand Lights,7,5,5,1,0,1,1.0
Thousand Lights,2,6,7,1,0,0,0.49449160296265987
Government Estate,15,0,4,0,0,0,0.4612016186816907
AG-DMS,11,3,2,0,0,0,0.5178363270370568
Teynampet,4,5,4,1,0,0,0.47253623458988187
LIC,11,4,11,0,0,0,0.5370387356651347
Anna Nagar East,11,6,4,1,0,0,0.5948352392067764
Tiruvottiyur Theradi,6,5,2,1,0,0,0.42577270613051416
Arumbakkam,18,3,10,0,0,1,1.0
Egmore,20,4,5,0,0,0,0.2338906418753544
Wimco Nagar,6,4,9,0,0,0,0.3623696165014719
Anna Nagar East,22,3,1,0,1,0,0.735598038017469
Shenoy Nagar,7,3,1,0,0,1,1.0
Meenambakkam,22,2,8,0,0,0,0.33804764655277586
Chennai International Airport,12,5,11,1,0,0,0.5995511194876961
Anna Nagar East,3,4,7,0,0,0,0.38116481233040767
Tondiarpet,22,4,6,0,0,0,0.5070374773724553
Kilpauk,20,0,8,0,0,0,0.12942974792017986
Teynampet,10,6,7,1,0,1,1.0
Tondiarpet,14,1,8,0,0,0,0.4046626727992016
Ekkattuthangal,23,0,9,0,0,0,0.3214764658448979
Chennai International Airport,4,1,12,0,0,0,0.4649759609605483
Tondiarpet,0,5,11,1,0,0,0.4652403934913441
Ekkattuthangal,23,2,9,0,0,0,0.09445826580119057
Wimco Nagar Depot,12,1,4,0,0,0,0.3012932571819384
Anna Nagar East,15,2,3,0,0,0,0.5284693270334485
Meenambakkam,4,0,3,0,0,0,0.4116322675609907
Nehru Park,9,5,8,1,0,1,1.0
Koyambedu,13,6,1,1,1,0,0.9220530814281896
Tiruvottiyur,13,6,10,1,0,0,0.6977786207698796
Saidapet,9,3,6,0,0,1,0.91349825933035
Shenoy Nagar,21,4,1,0,0,0,0.3976054697687235
Nanganallur Road,22,4,9,0,0,0,0.17693519474321728
Kaladipet,1,4,1,0,0,0,0.2167956809287539
St. Thomas Mount,22,1,8,0,0,0,0.2634970277631822
Mannadi,9,2,3,0,0,1,1.0
Little Mount,12,2,2,0,0,0,0.3063598321724982
Shenoy Nagar,19,6,8,1,0,1,1.0
Vadapalani,13,4,11,0,0,0,0.4629811839370171
LIC,13,5,6,1,0,0,0.7248990413533705
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,0,1,0,0,0,0.12385609536493576
Chennai International Airport,0,4,4,0,0,0,0.12571751980632132
LIC,7,3,3,0,0,1,0.8318125686577038
Thirumangalam,21,5,7,1,0,0,0.3528084679669522
Wimco Nagar Depot,17,4,3,0,0,1,1.0
Nandanam,14,2,6,0,0,0,0.4534679857056669
Wimco Nagar,19,0,10,0,0,1,1.0
Nanganallur Road,2,2,1,0,0,0,0.3347020472480319
Anna Nagar East,1,6,8,1,0,0,0.5711484474869011
Alandur,10,4,4,0,0,1,0.9011327175075915
Arumbakkam,0,4,5,0,0,0,0.3845524007670324
Pachaiyappa's College,1,2,4,0,0,0,0.4287783600327179
Mannadi,13,1,9,0,0,0,0.5421417867521797
Thousand Lights,5,2,12,0,0,0,0.12413710738890378
Meenambakkam,13,2,2,0,0,0,0.6514756099103641
Guindy,17,4,9,0,0,1,1.0
Pachaiyappa's College,1,5,5,1,0,0,0.45088816738113563
Teynampet,17,2,9,0,0,1,1.0
Ashok Nagar,23,5,4,1,0,0,0.42270097732968653
Egmore,7,6,7,1,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,20,2,7,0,0,0,0.2916476329769956
Nanganallur Road,14,3,5,0,0,0,0.4489235871549474
St. Thomas Mount,12,6,3,1,0,0,0.46474131227546556
Arumbakkam,5,4,2,0,0,0,0.2965967926944444
Pachaiyappa's College,11,0,1,0,0,0,0.45806078778830295
Sir Theagaraya College,14,6,3,1,0,0,0.7010646590245717
St. Thomas Mount,9,0,1,0,0,1,0.8711917084384089
St. Thomas Mount,8,1,10,0,0,1,0.9344859943149275
Anna Nagar Tower,11,0,2,0,0,0,0.320077998483037
LIC,6,2,6,0,0,0,0.07713391856857461
Wimco Nagar,17,5,7,1,0,1,1.0
AG-DMS,16,4,1,0,1,1,1.0
Kaladipet,23,3,6,0,0,0,0.44694822569571757
Tiruvottiyur,20,1,10,0,0,0,0.1704395919545341
Ekkattuthangal,5,5,10,1,0,0,0.41679234372760715
AG-DMS,12,3,6,0,0,0,0.653059045126847
Tiruvottiyur,6,5,3,1,0,0,0.32769746298444746
Government Estate,12,4,9,0,0,0,0.5683183645490772
Puratchi Thalaivar Dr. M.G. Ramachandran Central,8,4,3,0,0,1,0.9643925893103179
Shenoy Nagar,3,2,6,0,0,0,0.37825308308461936
Teynampet,19,0,9,0,0,1,0.8932313637195155
Guindy,1,2,11,0,0,0,0.2810515491493997
Pachaiyappa's College,7,1,6,0,0,1,1.0
Saidapet,13,0,11,0,0,0,0.4820617605934709
AG-DMS,6,5,4,1,0,0,0.3075036374533244
Wimco Nagar,18,5,6,1,0,1,0.9942435323194027
Ekkattuthangal,3,0,4,0,0,0,0.2849726481564546
Shenoy Nagar,20,3,11,0,0,0,0.26788752317347364
Thirumangalam,20,6,6,1,0,0,0.4897267743640758
Tondiarpet,13,0,6,0,0,0,0.6015539661676685
Guindy,6,0,10,0,0,0,0.4183249968115258
AG-DMS,5,4,8,0,0,0,0.20043207607933247
Anna Nagar Tower,10,6,8,1,0,1,1.0
Guindy,16,3,11,0,0,1,0.9320894668287243
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,0,10,0,0,0,0.18952772649004618
Mannadi,21,4,2,0,0,0,0.21238058070749793
AG-DMS,18,2,3,0,0,1,0.9498874662722157
Alandur,17,1,3,0,0,1,1.0
Mannadi,3,0,1,0,0,0,0.18571085100561613
Mannadi,20,5,8,1,0,0,0.5276832912008116
Sir Theagaraya College,4,1,10,0,0,0,0.23615963604649948
Chennai International Airport,14,1,9,0,0,0,0.43338662204137846
Pachaiyappa's College,12,4,1,0,0,0,0.49966730884238714
Chennai International Airport,3,4,5,0,0,0,0.263753958747555
Ekkattuthangal,23,3,10,0,0,0,0.27454689919523856
Meenambakkam,20,4,8,0,0,0,0.28007326920456244
Thirumangalam,1,3,6,0,0,0,0.3122502725147095
Thirumangalam,0,2,9,0,0,0,0.22646669518240617
Meenambakkam,17,4,2,0,0,1,0.9467476443647928
Alandur,17,5,7,1,0,1,1.0
Nehru Park,8,3,10,0,0,1,0.82811629300164
St. Thomas Mount,13,6,2,1,0,0,0.7329425516498447
Wimco Nagar Depot,8,3,10,0,0,1,0.8133126066292624
Anna Nagar Tower,19,6,10,1,1,1,1.0
Teynampet,0,0,4,0,0,0,0.2578606329135678
St. Thomas Mount,4,2,12,0,0,0,0.4209491106596507
Little Mount,21,1,12,0,0,0,0.37156902336074815
Wimco Nagar Depot,12,3,12,0,0,0,0.32561269469974574
Arumbakkam,6,3,3,0,0,0,0.39376108819683825
AG-DMS,3,2,12,0,1,0,0.5398322024202614
Guindy,10,5,10,1,0,1,1.0
Egmore,4,1,11,0,0,0,0.32972630719898854
Thousand Lights,4,3,8,0,0,0,0.34577604487132496
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,19,3,2,0,0,1,1.0
Koyambedu,17,4,12,0,0,1,1.0
Nehru Park,1,2,11,0,0,0,0.37931510467422097
Anna Nagar Tower,4,5,9,1,0,0,0.39650123248769914
Arumbakkam,1,3,11,0,0,0,0.19368834903308874
Nanganallur Road,4,1,3,0,0,0,0.3155893489276347
Mannadi,9,2,8,0,0,1,1.0
AG-DMS,16,0,10,0,0,1,0.9424589093945916
Nanganallur Road,1,2,12,0,0,0,0.15774946517755337
Chennai International Airport,21,1,7,0,0,0,0.24618136737960777
Mannadi,10,1,3,0,0,1,1.0
Shenoy Nagar,22,4,5,0,0,0,0.42451117850514586
Tiruvottiyur Theradi,22,3,8,0,0,0,0.19897268802194262
Little Mount,15,5,8,1,0,0,0.5910087905665897
Vadapalani,20,6,4,1,0,0,0.292400036914839
St. Thomas Mount,14,1,11,0,0,0,0.5161568850633007
Nandanam,22,1,3,0,0,0,0.352195590406478
Ekkattuthangal,18,0,10,0,0,1,0.9034712278526325
Saidapet,11,3,6,0,0,0,0.6203150149988678
Anna Nagar East,5,1,9,0,0,0,0.2275339781429035
Vadapalani,11,6,1,1,0,0,0.5428109017261397
Tiruvottiyur,1,5,8,1,0,0,0.29639461621910124
AG-DMS,23,2,5,0,0,0,0.38097081304931507
St. Thomas Mount,16,1,1,0,0,1,1.0
Teynampet,2,6,3,1,0,0,0.6470401479904202
Shenoy Nagar,2,2,5,0,0,0,0.18196766625240518
Nandanam,15,5,9,1,0,0,0.38944451537803126
Wimco Nagar Depot,23,1,3,0,0,0,0.21657453174590147
Alandur,3,1,7,0,0,0,0.4058769507056898
St. Thomas Mount,10,5,6,1,0,1,1.0
Mannadi,21,5,11,1,0,0,0.4523879666277723
Kaladipet,7,6,2,1,0,1,1.0
Washermanpet,3,3,3,0,0,0,0.2697698789962826
Vadapalani,20,6,7,1,0,0,0.580459608590532
High Court,15,1,3,0,0,0,0.48664611901113486
Tiruvottiyur,4,6,12,1,0,0,0.506668305910011
Anna Nagar East,8,4,1,0,0,1,0.895307164214664
Meenambakkam,17,6,8,1,0,1,1.0
Arumbakkam,7,5,10,1,0,1,1.0
Tollgate,9,5,11,1,0,1,1.0
Alandur,2,2,2,0,0,0,0.41671161434619336
Thirumangalam,6,6,6,1,0,0,0.5168208303460595
Thousand Lights,14,1,12,0,0,0,0.6032773021455717
Koyambedu,8,2,2,0,0,1,1.0
Nandanam,6,6,8,1,0,0,0.4296991341373653
Thirumangalam,1,1,6,0,0,0,0.20940853792227987
Government Estate,8,6,4,1,0,1,1.0
LIC,3,3,8,0,0,0,0.24531735987575926
Arumbakkam,11,1,7,0,0,0,0.39512117642795247
Nandanam,22,0,1,0,0,0,0.34486580331403816
Thousand Lights,13,5,5,1,0,0,0.4824600222207086
Tollgate,10,3,12,0,0,1,0.9120337420923132
LIC,15,5,12,1,0,0,0.6902428245449247
Teynampet,8,2,6,0,0,1,1.0
St. Thomas Mount,20,0,3,0,0,0,0.3248581482507297
